landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.2763233780860901,0.7534597516059875,-4.5158520833865623e-07,0.2383982092142105,0.6960580945014954,0.0896611213684082,0.232124924659729,0.6379973888397217,0.15487484633922577,0.2523134648799896,0.6046841144561768,0.20567497611045837,0.27434539794921875,0.5957974195480347,0.2553396224975586,0.24377229809761047,0.5223326086997986,0.1701246052980423,0.2723805606365204,0.5247315168380737,0.2401697188615799,0.28183019161224365,0.5576344728469849,0.27086424827575684,0.2764078974723816,0.5761652588844299,0.2872040271759033,0.27736997604370117,0.5332647562026978,0.15170305967330933,0.305966317653656,0.5380756855010986,0.22675083577632904,0.3121601343154907,0.5774152874946594,0.24382232129573822,0.3037487268447876,0.6082955598831177,0.24926738440990448,0.32018789649009705,0.5579267740249634,0.13748811185359955,0.3412812352180481,0.5617098212242126,0.20618748664855957,0.3400900661945343,0.598017692565918,0.21453972160816193,0.33310753107070923,0.6188302636146545,0.21079079806804657,0.36157459020614624,0.5896663665771484,0.1289149522781372,0.3777458667755127,0.5874046683311462,0.1872568279504776,0.36946749687194824,0.6141803860664368,0.2059376835823059,0.3589797914028168,0.6276817321777344,0.21242490410804749,fist
0.2542577087879181,0.7706616520881653,-4.773435193783371e-07,0.20621322095394135,0.6822726130485535,0.055749088525772095,0.19947640597820282,0.5856417417526245,0.09144485741853714,0.22522279620170593,0.5341759324073792,0.11772438138723373,0.2601879835128784,0.5395438075065613,0.14197559654712677,0.20824530720710754,0.5016812682151794,0.08699002116918564,0.24144217371940613,0.49126946926116943,0.12439116835594177,0.24728509783744812,0.5321457982063293,0.13765420019626617,0.24004575610160828,0.5581864714622498,0.142383873462677,0.25481751561164856,0.49686920642852783,0.07082649320363998,0.2819541394710541,0.5027429461479187,0.11820962280035019,0.2843529284000397,0.5469241142272949,0.12559941411018372,0.2787323296070099,0.5741989612579346,0.1227797195315361,0.2968074381351471,0.5211177468299866,0.05907837674021721,0.3231227397918701,0.5217944383621216,0.10034053027629852,0.3165651559829712,0.560182511806488,0.10526426136493683,0.31008994579315186,0.5882964730262756,0.09940832108259201,0.3390048146247864,0.5610687732696533,0.051555085927248,0.35853633284568787,0.5511362552642822,0.09255277365446091,0.3517097234725952,0.5858771204948425,0.11065763980150223,0.3430672883987427,0.6123868227005005,0.11724470555782318,fist
0.25336983799934387,0.7690420150756836,-4.975854608346708e-07,0.209183007478714,0.6847817301750183,0.06702196598052979,0.20173388719558716,0.5918424725532532,0.11095665395259857,0.22489380836486816,0.5431589484214783,0.14382469654083252,0.2575061321258545,0.5470232963562012,0.17453528940677643,0.2113225907087326,0.5035350322723389,0.1076543852686882,0.24258629977703094,0.49392828345298767,0.15295542776584625,0.2487294226884842,0.5331918001174927,0.16949111223220825,0.24242274463176727,0.558461606502533,0.17600621283054352,0.2567538917064667,0.501011312007904,0.08950717002153397,0.2818639278411865,0.5040942430496216,0.14447139203548431,0.2854561507701874,0.5472975969314575,0.15399686992168427,0.2806830406188965,0.5739008188247681,0.15205171704292297,0.2971380949020386,0.5235477089881897,0.07613691687583923,0.321846067905426,0.5241052508354187,0.12535393238067627,0.316091924905777,0.5618356466293335,0.1318873167037964,0.3112788796424866,0.5878928899765015,0.12600627541542053,0.33829033374786377,0.5613466501235962,0.06761021167039871,0.3567563593387604,0.5503300428390503,0.11591988801956177,0.3502016067504883,0.5848810076713562,0.13618586957454681,0.3427976667881012,0.6103022694587708,0.14322617650032043,fist
0.250273197889328,0.7735708355903625,-4.878917820860806e-07,0.20537301898002625,0.6876842975616455,0.06696540862321854,0.1997593343257904,0.5924062728881836,0.1104477047920227,0.22506719827651978,0.5433900356292725,0.14298833906650543,0.2602783739566803,0.5493635535240173,0.17398974299430847,0.21044296026229858,0.5013905763626099,0.10737446695566177,0.2438703179359436,0.4918888211250305,0.15301613509655,0.24980226159095764,0.5307886600494385,0.17012573778629303,0.24309572577476501,0.556606113910675,0.1769915670156479,0.25582221150398254,0.5022428035736084,0.08919639140367508,0.2825060486793518,0.5031080842018127,0.14528106153011322,0.28675973415374756,0.5465928912162781,0.15669657289981842,0.28157398104667664,0.5731629133224487,0.1559668332338333,0.2959234416484833,0.5281959176063538,0.0757230594754219,0.3224911093711853,0.524145245552063,0.1260250210762024,0.3182485103607178,0.561913788318634,0.13494789600372314,0.31290102005004883,0.5895116329193115,0.13050268590450287,0.3377610445022583,0.5693217515945435,0.06690552085638046,0.3573603332042694,0.5540432929992676,0.1155640110373497,0.35170555114746094,0.5886106491088867,0.13690678775310516,0.34323251247406006,0.6144932508468628,0.14476461708545685,fist
0.24316172301769257,0.7722923755645752,-4.98162421536108e-07,0.1961827427148819,0.6802829504013062,0.06387719511985779,0.19200420379638672,0.5856074690818787,0.10475635528564453,0.21853682398796082,0.5374068021774292,0.13504105806350708,0.25303980708122253,0.5436096787452698,0.163545623421669,0.1981947124004364,0.5024641156196594,0.10072484612464905,0.23730288445949554,0.49138936400413513,0.14155252277851105,0.2447534054517746,0.5324739813804626,0.15493659675121307,0.2363990992307663,0.5596073865890503,0.15940453112125397,0.24423468112945557,0.5031024813652039,0.08232752233743668,0.2769511640071869,0.5038671493530273,0.13348741829395294,0.2817900776863098,0.5498158931732178,0.1403847485780716,0.27439597249031067,0.577218770980835,0.13649800419807434,0.2865575850009918,0.5271827578544617,0.06859581917524338,0.31748029589653015,0.522987961769104,0.11427783966064453,0.31411194801330566,0.5634680390357971,0.11969861388206482,0.3069394826889038,0.5923490524291992,0.11318033188581467,0.33033034205436707,0.5636089444160461,0.05951795354485512,0.35318103432655334,0.550290584564209,0.10389931499958038,0.34835392236709595,0.5867225527763367,0.12267445027828217,0.3385785222053528,0.613027811050415,0.12899182736873627,fist
0.24040701985359192,0.7735533714294434,-5.235852427176724e-07,0.19512900710105896,0.6874536275863647,0.07212642580270767,0.18889912962913513,0.5931481719017029,0.11971323937177658,0.21437793970108032,0.5436370372772217,0.15615449845790863,0.24896547198295593,0.5485819578170776,0.19082705676555634,0.19602733850479126,0.501742959022522,0.1140093207359314,0.23359082639217377,0.49008315801620483,0.16227535903453827,0.24225278198719025,0.5303451418876648,0.1803901642560959,0.23505747318267822,0.5569595098495483,0.18795554339885712,0.24281750619411469,0.5050038695335388,0.09514960646629333,0.27398213744163513,0.5019749402999878,0.15345054864883423,0.2802758514881134,0.5477832555770874,0.16476397216320038,0.27439916133880615,0.5753379464149475,0.16385357081890106,0.2857300341129303,0.5299534797668457,0.08147774636745453,0.31511542201042175,0.5234936475753784,0.13407453894615173,0.31187665462493896,0.5633096694946289,0.14230205118656158,0.30618277192115784,0.5912148356437683,0.13715733587741852,0.3299132287502289,0.5672175288200378,0.07306839525699615,0.3516796827316284,0.5486428141593933,0.12340656667947769,0.34649258852005005,0.5834814310073853,0.14465011656284332,0.33769679069519043,0.6100659370422363,0.15219946205615997,fist
0.2556250989437103,0.8163957595825195,-3.2412447126262123e-07,0.20872801542282104,0.6961712837219238,0.02889958582818508,0.20338812470436096,0.5855957269668579,0.039857808500528336,0.23423942923545837,0.5317262411117554,0.04496127739548683,0.27431389689445496,0.5339486002922058,0.050217702984809875,0.1991497129201889,0.5043318867683411,0.02592584677040577,0.24258406460285187,0.44766896963119507,0.040601085871458054,0.25514519214630127,0.4892844557762146,0.05065231770277023,0.24639643728733063,0.5288114547729492,0.05617243051528931,0.24406525492668152,0.5093779563903809,0.011488890275359154,0.28689461946487427,0.4836132526397705,0.03477071598172188,0.2937793433666229,0.5296817421913147,0.04212191700935364,0.2840033769607544,0.5666279792785645,0.04220953211188316,0.2934170961380005,0.5380316972732544,0.0007018668111413717,0.3275007903575897,0.5083374381065369,0.022321714088320732,0.3276868760585785,0.5549378395080566,0.030207952484488487,0.3151712715625763,0.5937860012054443,0.029660280793905258,0.3378715217113495,0.580473005771637,-0.007946527563035488,0.36231231689453125,0.5487090349197388,0.01487667579203844,0.35690683126449585,0.5922693610191345,0.03144831582903862,0.34426042437553406,0.6294722557067871,0.04022805765271187,fist
0.258156418800354,0.8335274457931519,-3.2679193395779293e-07,0.20909756422042847,0.7076324224472046,0.019304370507597923,0.20138797163963318,0.5948201417922974,0.022534117102622986,0.23315876722335815,0.5356419682502747,0.02125207521021366,0.27386239171028137,0.5386632680892944,0.02080109715461731,0.1981828510761261,0.5075278878211975,0.010620299726724625,0.24197816848754883,0.4506586492061615,0.016634501516819,0.25463271141052246,0.4920152425765991,0.0214791689068079,0.2444802075624466,0.5319226980209351,0.023636972531676292,0.24496808648109436,0.5153012871742249,-0.0032038658391684294,0.2867744266986847,0.48632556200027466,0.011681513860821724,0.2937812805175781,0.5319634079933167,0.016794517636299133,0.2812637984752655,0.56870436668396,0.015813088044524193,0.2952723503112793,0.5447779297828674,-0.014214805327355862,0.3281016945838928,0.5129185914993286,-0.0009056830895133317,0.32973384857177734,0.5593970417976379,0.007416943553835154,0.31636935472488403,0.597908079624176,0.008452579379081726,0.34064120054244995,0.5883783102035522,-0.02394789643585682,0.3634958863258362,0.5514562129974365,-0.009489216841757298,0.35889071226119995,0.5964269638061523,0.006166102364659309,0.3460281491279602,0.6333485245704651,0.015634888783097267,fist
0.2579335570335388,0.8361924290657043,-3.315253707114607e-07,0.2079494744539261,0.706950306892395,0.019511930644512177,0.20097650587558746,0.5925248265266418,0.023341765627264977,0.23375460505485535,0.5343438982963562,0.022842831909656525,0.2753210663795471,0.5388303399085999,0.023085543885827065,0.19883185625076294,0.5044990181922913,0.010922988876700401,0.24258580803871155,0.45024365186691284,0.019115952774882317,0.2544206380844116,0.49246716499328613,0.025267871096730232,0.24430103600025177,0.5313600301742554,0.02805206924676895,0.24665898084640503,0.5133152008056641,-0.002190853701904416,0.28821977972984314,0.48784637451171875,0.015245093032717705,0.2939096987247467,0.5335935354232788,0.021044662222266197,0.28162747621536255,0.5704411268234253,0.020044444128870964,0.2975936830043793,0.544610857963562,-0.012206473387777805,0.32855260372161865,0.5147708058357239,0.0035514195915311575,0.32906410098075867,0.5603475570678711,0.011794660240411758,0.3162381052970886,0.5994545817375183,0.012245743535459042,0.342650830745697,0.5889812707901001,-0.02090536244213581,0.3633805513381958,0.5527734160423279,-0.0042162747122347355,0.3586867153644562,0.5965355038642883,0.011927813291549683,0.34701982140541077,0.6337672472000122,0.02140570990741253,fist
0.2578514814376831,0.8393024206161499,-3.2200651389757695e-07,0.20878586173057556,0.706238865852356,0.018477972596883774,0.2023020088672638,0.5907371044158936,0.02143673598766327,0.23587118089199066,0.5340309739112854,0.020017055794596672,0.27752816677093506,0.5412765741348267,0.019526304677128792,0.19808706641197205,0.5039546489715576,0.010134946554899216,0.24268877506256104,0.44754233956336975,0.017144538462162018,0.25475338101387024,0.49009576439857483,0.02250353805720806,0.24441474676132202,0.5299374461174011,0.024860195815563202,0.24591697752475739,0.5140256881713867,-0.0030666443053632975,0.2880375385284424,0.4865443706512451,0.013361290097236633,0.29411429166793823,0.5323551893234253,0.018561046570539474,0.28142955899238586,0.5688242316246033,0.017226651310920715,0.29695433378219604,0.5461360216140747,-0.013348176144063473,0.32832399010658264,0.5144208073616028,0.0018518953584134579,0.3294997811317444,0.5605243444442749,0.010116246528923512,0.3166530728340149,0.5991077423095703,0.010639511048793793,0.3424469530582428,0.5913539528846741,-0.022446494549512863,0.3631157875061035,0.5524154305458069,-0.006255017593502998,0.3586427569389343,0.5968047976493835,0.010107720270752907,0.3470807373523712,0.6341972947120667,0.01984134316444397,fist
